Time,can,PL
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,239#0000000000003FE0
-1000000015,can0,03C#0000040028000000
-1000000015,can0,207#040460482ADED518
-1000000015,can0,4C9#01F915820D02F64B
-1000000015,can0,1D6#020B808030240580
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,193#00080803E8780000
-1000000015,can0,20E#4E2003A0003F8FF7
-1000000015,can0,522#DF7FD0007C38001C
-1000000015,can0,366#7FDDC8020147CE78
-1000000015,can0,580#00000003C3880000
-1000000015,can0,0D7#000001C000000000
-1000000015,can0,0D0#22750464F8000000
-1000000015,can0,033#0007C0000D0007D0
-1000000015,can0,434#01C640AE83448D70
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,498#87FFBFFCDA80050E
-1000000015,can0,577#00000800000000AE
-1000000015,can0,230#F8000002EC000E00
-1000000015,can0,2E1#0000000000000004
-1000000015,can0,354#1FFF40000003DC00
-1000000015,can0,00E#2052D6020808752C
-1000000015,can0,5E1#893FE00802000480
-1000000015,can0,69E#044004801FC00FA2
-1000000015,can0,125#9000419F437C9D60
-1000000015,can0,162#00080003EA11F4C6
-1000000015,can0,0A7#1090FAC08105E0A0
-1000000015,can0,497#0000000000000000
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,153#00000000000C1002
-1000000015,can0,295#0000000000001840
-1000000015,can0,662#4EA0000040000000
-1000000015,can0,19C#0A18201B82002750
-1000000015,can0,107#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,0D0#2A750464F7000000
-1000000015,can0,033#0007B8000D4007D0
-1000000015,can0,274#00F225F7507C8EB9
-1000000015,can0,0C0#6000000000000000
-1000000015,can0,0BA#04779D84100004A0
-1000000015,can0,354#1FFF40000003D480
-1000000015,can0,5E1#893FE00802000480
-1000000015,can0,00E#2052D6020808752C
-1000000015,can0,28B#0000000000000000
-1000000015,can0,125#9000419F437C7F60
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,2D2#0000280000000000
-1000000015,can0,4FD#000000000200BE80
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,193#00080803E8780000
-1000000015,can0,4CB#8000000000000000
-1000000015,can0,20E#4E2003A0003F8FFF
-1000000015,can0,522#DF7FD0007BC0001C
-1000000015,can0,366#7FDDC8020147CE78
-1000000015,can0,580#00000003BC080000
-1000000015,can0,3C1#7B551FBBB3F1292E
-1000000015,can0,0D0#32750464F6000000
-1000000015,can0,033#0007B0000D8007D0
-1000000015,can0,434#01E5A0AE83448D70
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,30A#402D5001D3063200
-1000000015,can0,280#18E0027000000000
-1000000015,can0,498#87FFBFFCDA8004CF
-1000000015,can0,230#F7000002EC001000
-1000000015,can0,2E1#0000000000000004
-1000000015,can0,354#1FFF40000003C580
-1000000015,can0,00E#2052D60208087532
-1000000015,can0,5E1#893FE00802000480
-1000000015,can0,69E#044004801FC00FA2
-1000000015,can0,125#9000419F437E4160
-1000000015,can0,162#00080003EA11F4C6
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,153#00000000000C1002
-1000000015,can0,2C1#01F3AFC7CA1E6F88
-1000000015,can0,662#4EA0000040000000
-1000000015,can0,19C#0E14201B82002750
-1000000015,can0,107#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,0D0#3A750464F5000000
-1000000015,can0,033#0007A8000DC007D0
-1000000015,can0,274#00F227F5507C8EB9
-1000000015,can0,0C0#6000000000000000
-1000000015,can0,354#1FFF40000003C580
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,28B#0000000000000000
-1000000015,can0,00E#2052D60208087532
-1000000015,can0,125#9000419F437E2360
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,0F4#9A0C010204B10240
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,407#00001FF01500BDA0
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,193#00080803E8780000
-1000000015,can0,20E#4E2003A0003FAFFF
-1000000015,can0,522#DF7FD0007B48001C
-1000000015,can0,366#7FDDC8020147CE78
-1000000015,can0,580#00000003B4880000
-1000000015,can0,434#020820AE83448D70
-1000000015,can0,295#0000000000001840
-1000000015,can0,0D0#42750464F4000000
-1000000015,can0,033#0007A0000E0007D0
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,498#87FFBFFCE98004C0
-1000000015,can0,32D#80000420AC010020
-1000000015,can0,230#F6000002EC001200
-1000000015,can0,2E1#0000000000000004
-1000000015,can0,354#1FFF40000003BE00
-1000000015,can0,00E#2052D6020808752C
-1000000015,can0,3C1#7B551FBB33F1A92E
-1000000015,can0,69E#044004801FC00FA2
-1000000015,can0,125#9000419F437E0560
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,162#00080003EA11F4C6
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,4E7#0000001503670000
-1000000015,can0,153#00000000000C1002
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,662#4EA0000040000000
-1000000015,can0,107#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,684#54D677D94154901E
-1000000015,can0,636#249C7980EF882000
-1000000015,can0,2D7#100060D800000008
-1000000015,can0,19C#1210201B82002750
-1000000015,can0,0D0#4A750464F3000000
-1000000015,can0,033#000798000E4007D0
-1000000015,can0,274#00F229F3507C8EB9
-1000000015,can0,0C0#6000000000000000
-1000000015,can0,0BA#04779D84100004A0
-1000000015,can0,0F1#3E101CC00359CC00
-1000000015,can0,3E4#00CC000085000000
-1000000015,can0,2B4#14E9830000005800
-1000000015,can0,65C#4008E27530000000
-1000000015,can0,354#1FFF40000003BE00
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,00E#2052D6020808752C
-1000000015,can0,125#9000419F437DE760
-1000000015,can0,28B#0000000000000000
-1000000015,can0,2E2#18080D4040000118
-1000000015,can0,345#050202C23C774081
-1000000015,can0,430#0031448BE48011A0
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,130#0001500000000000
-1000000015,can0,03D#0000088000000000
-1000000015,can0,577#00000800000000AE
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,193#00080803E8780000
-1000000015,can0,20E#4E2003A0003F8FFF
-1000000015,can0,522#DF7FD0007AD0001C
-1000000015,can0,366#7FDDC8020147CE78
-1000000015,can0,580#00000003AD080000
-1000000015,can0,434#022820AE83448D70
-1000000015,can0,0D0#52750464F2000000
-1000000015,can0,033#000790000E8007D0
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,66C#0040000018000000
-1000000015,can0,498#87FFBFFCE9800481
-1000000015,can0,464#000240000090115D
-1000000015,can0,230#F5000002EC001400
-1000000015,can0,585#0040000000020018
-1000000015,can0,2E1#0000000000000004
-1000000015,can0,354#1FFF40000003AF00
-1000000015,can0,00E#2052D60208087532
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,69E#044004811FC00F82
-1000000015,can0,125#9000415F437DE960
-1000000015,can0,162#00080003EA11F4C6
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,55C#101B000041823000
-1000000015,can0,006#0800006400000000
-1000000015,can0,4FD#000000000200BE80
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,153#00000000000C1002
-1000000015,can0,3C1#7B551FBB3332692E
-1000000015,can0,295#0000000000001840
-1000000015,can0,662#4EA0000040000000
-1000000015,can0,107#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,19C#160C201B82002750
-1000000015,can0,0D0#5A750464F1000000
-1000000015,can0,033#000788000EC007D0
-1000000015,can0,274#00F22BF1507C8EB9
-1000000015,can0,0C0#6000000000000000
-1000000015,can0,354#1FFF400000041800
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,00E#205296020808752C
-1000000015,can0,28B#0000000000000000
-1000000015,can0,125#9000415F437DCB60
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,1CA#3FF9FF8000000C30
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,193#00080803E8880000
-1000000015,can0,20E#4E2003A0003F8FFF
-1000000015,can0,522#DF7FD0007A58001C
-1000000015,can0,366#7FDDC8020147CE78
-1000000015,can0,580#00000003A5880000
-1000000015,can0,434#024000AE83448D70
-1000000015,can0,0D0#62750464F0000000
-1000000015,can0,033#000780000F0007D0
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,498#87FFBFFCE8800482
-1000000015,can0,230#F4000002EC001600
-1000000015,can0,26E#010A008288EBEA04
-1000000015,can0,5B3#0400000000000400
-1000000015,can0,2E1#0000000000000004
-1000000015,can0,354#1FFF400000041800
-1000000015,can0,00E#2052D60208087532
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,69E#044004811FC00FA2
-1000000015,can0,125#9000419F437D8D60
-1000000015,can0,162#00080003EA11F4C6
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,2A3#00000003FE800000
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,025#00000A88403E2061
-1000000015,can0,153#00000000000C1002
-1000000015,can0,662#4EA0000040000000
-1000000015,can0,19C#1A08201B82002750
-1000000015,can0,0D0#6A750464EF000000
-1000000015,can0,107#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,033#000778000F4007D0
-1000000015,can0,274#00F22DEF507C8EB9
-1000000015,can0,0C0#6000000000000000
-1000000015,can0,0BA#04779DC4100004A0
-1000000015,can0,297#1100002000025110
-1000000015,can0,51B#28B181B189C7F8C1
-1000000015,can0,32D#80000420AC010020
-1000000015,can0,2B4#14E9830000005800
-1000000015,can0,354#1FFF400000041080
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,00E#2052D60208087532
-1000000015,can0,125#9000419F437D6F60
-1000000015,can0,3C1#7B551FBB7272E92E
-1000000015,can0,28B#0000000000000000
-1000000015,can0,6FC#00000752E2000040
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,239#0000000000003FE0
-1000000015,can0,03C#0000040028000000
-1000000015,can0,207#040460482ADED518
-1000000015,can0,4C9#01F915820D02F64B
-1000000015,can0,1D6#020F828030240580
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,193#00080803E8780000
-1000000015,can0,20E#4E2003A0003F8FFF
-1000000015,can0,522#DF7FD00079E0001C
-1000000015,can0,366#7FDDC8020147CE78
-1000000015,can0,580#000000039E080000
-1000000015,can0,0D7#000001C000000000
-1000000015,can0,295#0000000000001840
-1000000015,can0,0D0#72750464EE000000
-1000000015,can0,033#000770000F8007D0
-1000000015,can0,434#026000AE83448D70
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,498#87FFBFFCE8800443
-1000000015,can0,577#00000800000000AE
-1000000015,can0,230#F3000002EC001800
-1000000015,can0,2E1#0000000000000004
-1000000015,can0,354#1FFF400000040180
-1000000015,can0,00E#2052D60208087532
-1000000015,can0,5E1#893FE00801FFFC80
-1000000015,can0,69E#044004811FC00FA2
-1000000015,can0,125#9000415F437D7160
-1000000015,can0,162#00080003EA11F4C6
-1000000015,can0,0A7#1090FA808105E0A0
-1000000015,can0,497#0000000000000000
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,153#00000000000C1002
-1000000015,can0,662#4EA0000040000000
-1000000015,can0,19C#1E04201B82002750
-1000000015,can0,0D0#7A750464ED000000
-1000000015,can0,107#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,033#000768000FC007D0
-1000000015,can0,274#00F22FED507C8EB9
-1000000015,can0,0C0#6000000000000000
-1000000015,can0,354#1FFF400000040180
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,00E#2052D6020808752C
-1000000015,can0,28B#0000000000000000
-1000000015,can0,125#9000415F437D5360
-1000000015,can0,0A7#1090FA008105E0A0
-1000000015,can0,2D2#0000300000000000
-1000000015,can0,4FD#000000000200BE80
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,193#00080803E8880000
-1000000015,can0,20E#4E2003A0003F8FFF
-1000000015,can0,522#DF7FD0007968001C
-1000000015,can0,366#7FDDC8020147CE78
-1000000015,can0,580#0000000396880000
-1000000015,can0,434#028AA0AE83448D70
-1000000015,can0,3C1#7B551FBB31F3A92E
-1000000015,can0,0D0#02750464FC000000
-1000000015,can0,033#0007E0000C0007D0
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,498#87FFBFFCE7800444
-1000000015,can0,230#F2000002EC001A00
-1000000015,can0,2E1#0000000000000004
-1000000015,can0,354#1FFF40000003FA00
-1000000015,can0,00E#2052D60208087532
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,69E#044004801FC00FA2
-1000000015,can0,125#9000419F437D1560
-1000000015,can0,162#00080003EA11F4C6
-1000000015,can0,0A7#1090FA008105E0A0
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,153#00000000000C1002
-1000000015,can0,295#0000000000001840
-1000000015,can0,662#4EA0000040000000
-1000000015,can0,19C#0220201B82002750
-1000000015,can0,107#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,0D0#0A750464FB000000
-1000000015,can0,033#0007D8000C4007D0
-1000000015,can0,274#00F221FB507C8EB9
-1000000015,can0,0C0#6000000000000000
-1000000015,can0,0BA#04779DC4100004A0
-1000000015,can0,354#1FFF40000003FA00
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,00E#2052960208087526
-1000000015,can0,125#9000415F437D1760
-1000000015,can0,2C1#01F32FC7C91E659E
-1000000015,can0,28B#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,0F4#9A0C010204B10240
-1000000015,can0,0A7#1090FA008105E0A0
-1000000015,can0,407#00001FF01500BDA0
-1000000015,can0,075#0F32000FAE1EE000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,193#00080803E8780000
-1000000015,can0,20E#4E2003A0003F8FFF
-1000000015,can0,522#DF7FD00078F0001C
-1000000015,can0,366#7FDDC8020147CE78
-1000000015,can0,580#000000038F080000
-1000000015,can0,434#02AAA0AE83448D70
-1000000015,can0,0D0#12750464FA000000
-1000000015,can0,033#0007D0000C8007D0
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,498#87FFBFFCE7800405
-1000000015,can0,32D#80000420AC010020
-1000000015,can0,230#F1000002EC001C00
-1000000015,can0,2E1#0000000000000004
-1000000015,can0,354#1FFF40000003EB00
-1000000015,can0,00E#2052960208087532
-1000000015,can0,3C1#7B551FBB7134292E
-1000000015,can0,69E#044004801FC00FA2
-1000000015,can0,125#9000419F437CD960
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,162#00080003EA11F4C6
-1000000015,can0,0A7#1090FA008105E0A0
-1000000015,can0,03A#00000000001D0800
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,4E7#0000001503670000
-1000000015,can0,153#00000000000C1002
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,662#4EA0000040000000
-1000000015,can0,107#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,684#54D677D94154901E
-1000000015,can0,636#249C7980EF882000
-1000000015,can0,2D7#100060D800000008
-1000000015,can0,19C#061C201B82002750
-1000000015,can0,0D0#1A750464F9000000
-1000000015,can0,033#0007C8000CC007D0
-1000000015,can0,274#00F223F9507C8EB9
-1000000015,can0,0C0#6000000000000000
-1000000015,can0,3E4#00D0000085000000
-1000000015,can0,65C#4008E27530000000
-1000000015,can0,577#00000800000000AE
-1000000015,can0,354#1FFF40000003DC00
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,28B#0000000000000000
-1000000015,can0,00E#2052D60208087532
-1000000015,can0,125#9000415F437CDB60
-1000000015,can0,2E2#18080D4040000118
-1000000015,can0,345#050202C23C774081
-1000000015,can0,430#0031448BE48011A0
-1000000015,can0,0A7#1090FA008105E0A0
-1000000015,can0,130#0001500000000000
-1000000015,can0,03D#0000088000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,193#00080803E8780000
-1000000015,can0,20E#4E2003A0003F8FFF
-1000000015,can0,522#DF7FD0007878001C
-1000000015,can0,366#7FDDC8020147CE78
-1000000015,can0,580#0000000387880000
-1000000015,can0,434#02CAA0AE83448D70
-1000000015,can0,295#0000000000001840
-1000000015,can0,0D0#22750464F8000000
-1000000015,can0,033#0007C0000D0007D0
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,66C#0040000020000000
-1000000015,can0,498#87FFBFFCE6800406
-1000000015,can0,464#000240000090105E
-1000000015,can0,230#F0000002EC001E00
-1000000015,can0,585#0040000000020018
-1000000015,can0,2E1#0000000000000004
-1000000015,can0,354#1FFF40000003DC00
-1000000015,can0,00E#2052D60208087532
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,69E#044004801FC00FA2
-1000000015,can0,125#9000419F437C9D60
-1000000015,can0,162#00080003EA11F4C6
-1000000015,can0,0A7#1090FA008105E0A0
-1000000015,can0,576#7FF800003FFC1FC0
-1000000015,can0,4FD#000000000200BE00
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,153#00000000000C1002
-1000000015,can0,3C1#7B551FBBB034E92E
-1000000015,can0,662#4EA0000040000000
-1000000015,can0,19C#0A18201B82002750
-1000000015,can0,107#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,0D0#2A750464F7000000
-1000000015,can0,033#0007B8000D4007D0
-1000000015,can0,274#00F225F7507C8EB9
-1000000015,can0,0C0#6000000000000000
-1000000015,can0,0BA#04779D04100004A0
-1000000015,can0,354#1FFF40000003D480
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,00E#2052D60208087520
-1000000015,can0,125#9000419F437C7F60
-1000000015,can0,28B#0000000000000000
-1000000015,can0,0A7#1090FA008105E0A0
-1000000015,can0,1CA#3FF9FF8000000C30
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,193#00080803E8780000
-1000000015,can0,20E#4E2003A0003F8FFF
-1000000015,can0,522#DF7FD0007F80001C
-1000000015,can0,366#7FDDC8020147CE78
-1000000015,can0,580#00000003F8080000
-1000000015,can0,434#02EAA0AE83448D70
-1000000015,can0,0D0#32750464F6000000
-1000000015,can0,033#0007B0000D8007D0
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,26E#010A008288EBEA04
-1000000015,can0,498#87FFBFFCE5800407
-1000000015,can0,230#FF000002EC000000
-1000000015,can0,5B3#0400000000000400
-1000000015,can0,2E1#0000000000000004
-1000000015,can0,354#1FFF40000003C580
-1000000015,can0,00E#2052D6020808752C
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,69E#044004801FC00F82
-1000000015,can0,125#9000415F437E6160
-1000000015,can0,162#00080003EA11F4C6
-1000000015,can0,0A7#1090FA008105E0A0
-1000000015,can0,2A3#00000003FE800000
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,153#00000000000C1002
-1000000015,can0,295#0000000000001840
-1000000015,can0,662#4EA0000040000000
-1000000015,can0,19C#0E14201B82002750
-1000000015,can0,0D0#3A750464F5000000
-1000000015,can0,107#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,033#0007A8000DC007D0
-1000000015,can0,274#00F227F5507C8EB9
-1000000015,can0,0C0#6000000000000000
-1000000015,can0,32D#80000420AC010020
-1000000015,can0,2B4#14E9830000005800
-1000000015,can0,354#1FFF40000003C580
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,00E#2052D6020808752C
-1000000015,can0,3C1#7B551FBBAFB5692E
-1000000015,can0,125#9000419F437E2360
-1000000015,can0,28B#0000000000000000
-1000000015,can0,6FC#0000075302000040
-1000000015,can0,0A7#1090FA008105E0A0
-1000000015,can0,239#0000000000003FE0
-1000000015,can0,03C#0000040028000000
-1000000015,can0,207#0404E0582ADED518
-1000000015,can0,4C9#01F915820D02F64B
-1000000015,can0,1D6#060B808030240580
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,193#00080803E8880000
-1000000015,can0,20E#4E2003A0003F8FFF
-1000000015,can0,522#DF7FD0007F08001C
-1000000015,can0,366#7FDDC8020147CE78
-1000000015,can0,580#00000003F0880000
-1000000015,can0,0D7#000001C000000000
-1000000015,can0,0D0#42750464F4000000
-1000000015,can0,033#0007A0000E0007D0
-1000000015,can0,434#030A80AE83448D70
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,498#87FFBFFCE4800408
-1000000015,can0,577#00000800000000AE
-1000000015,can0,230#FE000002EC000200
-1000000015,can0,2E1#0000000000000004
-1000000015,can0,354#1FFF40000003BE00
-1000000015,can0,00E#2052D60208087538
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,69E#044004801FC00F82
-1000000015,can0,125#9000415F437E2560
-1000000015,can0,162#00080003EA11F4C6
-1000000015,can0,0A7#1090FA008105E0A0
-1000000015,can0,497#0000000000000000
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,153#00000000000C1002
-1000000015,can0,662#4EA0000040000000
-1000000015,can0,19C#1210201B82002750
-1000000015,can0,0D0#4A750464F3000000
-1000000015,can0,107#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,033#000798000E4007D0
-1000000015,can0,274#00F229F3507C8EB9
-1000000015,can0,0C0#6000000000000000
-1000000015,can0,0BA#04779DC4100004A0
-1000000015,can0,354#1FFF40000003BE00
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,00E#2052960208087526
-1000000015,can0,125#9000415F437E0760
-1000000015,can0,28B#0000000000000000
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,2D2#0000380000000000
-1000000015,can0,55C#101B000041823000
-1000000015,can0,4FD#000000000200BE00
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,4CB#8000000000000000
-1000000015,can0,193#00080803E8880000
-1000000015,can0,20E#4E2003A0003F8FF7
-1000000015,can0,522#DF7FD0007E90001C
-1000000015,can0,366#7FDDC8020147CE78
-1000000015,can0,580#00000003E9080000
-1000000015,can0,3C1#7B551FBB2F76292E
-1000000015,can0,295#0000000000001840
-1000000015,can0,0D0#52750464F2000000
-1000000015,can0,033#000790000E8007D0
-1000000015,can0,434#032A00AE83448D70
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,280#18E0027000000000
-1000000015,can0,498#87FFBFFCE48003C9
-1000000015,can0,230#FD000002EC000400
-1000000015,can0,2E1#0000000000000004
-1000000015,can0,354#1FFF40000003AF00
-1000000015,can0,00E#2052D6020808752C
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,69E#044004801FC00F82
-1000000015,can0,125#9000415F437DE960
-1000000015,can0,162#00080003EA11F4C6
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,153#00000000000C1002
-1000000015,can0,662#4EA0000040000000
-1000000015,can0,19C#160C201B82002750
-1000000015,can0,0D0#5A750464F1000000
-1000000015,can0,107#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,033#000788000EC007D0
-1000000015,can0,274#00F22BF1507C8EB9
-1000000015,can0,0C0#6000000000000000
-1000000015,can0,354#1FFF400000041800
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,00E#205296020808752C
-1000000015,can0,28B#0000000000000000
-1000000015,can0,125#9000419F437DAB60
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,407#00001FF01500BDA0
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,0F4#9A0C010204B10240
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,193#00080803E8880000
-1000000015,can0,3B9#20047206438D1C42
-1000000015,can0,20E#4E2003A0003F8FFF
-1000000015,can0,522#DF7FD0007E18001C
-1000000015,can0,366#7FDDC8020147CE78
-1000000015,can0,580#00000003E1880000
-1000000015,can0,2C1#01F34FC7C99E4DB2
-1000000015,can0,0D0#62750464F0000000
-1000000015,can0,033#000780000F0007D0
-1000000015,can0,434#034AA0AE83448D70
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,1C4#0000020002C00000
-1000000015,can0,2A4#2020031C040898D0
-1000000015,can0,21D#0000000000010000
-1000000015,can0,67D#0018600208016228
-1000000015,can0,498#87FFBFFCE38003CA
-1000000015,can0,32D#80000420AC010020
-1000000015,can0,230#FC000002EC000600
-1000000015,can0,2E1#0000000000000004
-1000000015,can0,354#1FFF400000041800
-1000000015,can0,00E#2052D60208087532
-1000000015,can0,3C1#7B551FBB6EB6A92E
-1000000015,can0,69E#044004801FC00F82
-1000000015,can0,125#9000415F437DAD60
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,162#00080003EA11F4C6
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,4E7#0000001503670000
-1000000015,can0,153#00000000000C1002
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,295#0000000000001840
-1000000015,can0,107#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,662#4EA0000040000000
-1000000015,can0,684#54D677D94154901E
-1000000015,can0,636#249C7980EF882000
-1000000015,can0,2D7#100060D800000008
-1000000015,can0,19C#1A08201B82002750
-1000000015,can0,0D0#6A750464EF000000
-1000000015,can0,033#000778000F4007D0
-1000000015,can0,274#00F22DEF507C8EB9
-1000000015,can0,0C0#6000000000000000
-1000000015,can0,0BA#04779DC4100004A0
-1000000015,can0,3E4#00CC000085000000
-1000000015,can0,65C#4008E27530000000
-1000000015,can0,577#00000800000000AE
-1000000015,can0,354#1FFF400000041080
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,00E#2052D6020808751A
-1000000015,can0,125#9000419F437D6F60
-1000000015,can0,28B#0000000000000000
-1000000015,can0,2E2#18080D4040000118
-1000000015,can0,345#050202C23C774081
-1000000015,can0,430#0031448BE48011A0
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,130#0001500000000000
-1000000015,can0,03D#0000088000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,193#00080803E8880000
-1000000015,can0,20E#4E2003A0003F8FFF
-1000000015,can0,522#DF7FD0007DA0001C
-1000000015,can0,366#7FDDC8020147CE78
-1000000015,can0,580#00000003DA080000
-1000000015,can0,434#036AA0AE83448D70
-1000000015,can0,0D0#72750464EE000000
-1000000015,can0,033#000770000F8007D0
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,66C#0040000020000000
-1000000015,can0,498#87FFBFFCE28003CB
-1000000015,can0,464#0002400000900F5F
-1000000015,can0,230#FB000002EC000800
-1000000015,can0,585#0040000000020018
-1000000015,can0,2E1#0000000000000004
-1000000015,can0,354#1FFF400000040180
-1000000015,can0,00E#2052D60208087538
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,69E#044004801FC00F82
-1000000015,can0,125#9000419F437D5160
-1000000015,can0,162#00080003EA11F4C6
-1000000015,can0,0A7#1090FA408105E0A0
-1000000015,can0,419#0A9B464D045FC34F
-1000000015,can0,4FD#000000000200BE00
-1000000015,can0,6E0#0000000000000000
-1000000015,can0,3C1#7B551FBBEDB7292E
-1000000015,can0,153#00000000000C1002
-1000000015,can0,662#4EA0000040000000
-1000000015,can0,19C#1E04201B82002750
-1000000015,can0,107#0000000000000000
-1000000015,can0,FFF#0000000000000000
-1000000015,can0,0D0#7A750464ED000000
-1000000015,can0,033#000768000FC007D0
-1000000015,can0,274#00F22FED507C8EB9
-1000000015,can0,0C0#6000000000000000
-1000000015,can0,354#1FFF400000040180
-1000000015,can0,5E1#893FE00802000080
-1000000015,can0,00E#2052960208087532
